source_file,row_id,qid,method,policy,policy_display,experiment_group,question,final_action,correct,answered,history_index,step,action,last_action,remaining_budget,num_evidence,best_answer,best_answer_weight,best_utility,delta_uncertainty,evidence_gain,answer_utility,continue_utility,service_utility,generation_entropy,utility_uncertainty,stability_score,total_uncertainty,retrieval_uncertainty,conflict_uncertainty,stability_uncertainty
phase3_predictions.json,0,0,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4224,0.3308,0.6667,0.2852
phase3_predictions.json,0,0,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.4353,0.3002,0.75,0.301
phase3_predictions.json,0,0,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,3,3,RERANK,,1,2,,,,,,,,,,,,0.3003,0.3002,0.5,0.0009
phase3_predictions.json,0,0,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,4,4,ABSTAIN,,0,4,,,,,,,,,,,,0.4353,0.3002,0.75,0.301
phase3_predictions.json,1,1,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.3975,0.3406,0.6667,0.1357
phase3_predictions.json,1,1,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.4225,0.3406,0.75,0.1357
phase3_predictions.json,1,1,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,3,3,RERANK,,1,2,,,,,,,,,,,,0.35,0.3406,0.5,0.1484
phase3_predictions.json,1,1,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,4,4,ABSTAIN,,0,4,,,,,,,,,,,,0.4225,0.3406,0.75,0.1357
phase3_predictions.json,2,2,legacy_phase3,phase3,phase3,legacy,Who wrote Hamlet?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.2961,0.3639,0.3333,0.0705
phase3_predictions.json,2,2,legacy_phase3,phase3,phase3,legacy,Who wrote Hamlet?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.2711,0.3639,0.25,0.0705
phase3_predictions.json,2,2,legacy_phase3,phase3,phase3,legacy,Who wrote Hamlet?,ABSTAIN,0,0,3,3,ABSTAIN,,0,4,,,,,,,,,,,,0.2711,0.3639,0.25,0.0705
phase3_predictions.json,3,3,legacy_phase3,phase3,phase3,legacy,What is the chemical symbol for water?,ABSTAIN,0,0,1,1,RETRIEVE_MORE,,2,3,,,,,,,,,,,,0.6906,0.9811,0.6667,0.0003
phase3_predictions.json,3,3,legacy_phase3,phase3,phase3,legacy,What is the chemical symbol for water?,ABSTAIN,0,0,2,2,RETRIEVE_MORE,,1,5,,,,,,,,,,,,0.7121,0.9741,0.75,0.0004
phase3_predictions.json,3,3,legacy_phase3,phase3,phase3,legacy,What is the chemical symbol for water?,ABSTAIN,0,0,3,3,ABSTAIN,,0,7,,,,,,,,,,,,0.706,0.962,0.75,0.0002
phase3_predictions.json,4,4,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4287,0.3491,0.6667,0.2709
phase3_predictions.json,4,4,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,2,2,RERANK,,2,2,,,,,,,,,,,,0.3466,0.3491,0.5,0.1099
phase3_predictions.json,4,4,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,3,3,RERANK,,1,4,,,,,,,,,,,,0.4424,0.3491,0.75,0.2139
phase3_predictions.json,4,4,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,4,4,RERANK,,1,2,,,,,,,,,,,,0.3466,0.3491,0.5,0.1099
phase3_predictions.json,5,5,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4094,0.2577,0.6667,0.4029
phase3_predictions.json,5,5,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,2,2,RERANK,,2,2,,,,,,,,,,,,0.3492,0.2577,0.5,0.3518
phase3_predictions.json,5,5,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,3,3,RERANK,,1,4,,,,,,,,,,,,0.4009,0.2577,0.75,0.2351
phase3_predictions.json,5,5,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,4,4,RERANK,,1,2,,,,,,,,,,,,0.2935,0.2577,0.5,0.0732
phase3_predictions.json,6,6,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,1,1,RERANK,,2,3,,,,,,,,,,,,0.3071,0.175,0.6667,0.0978
phase3_predictions.json,6,6,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,2,2,RERANK,,1,4,,,,,,,,,,,,0.2921,0.0822,0.75,0.1299
phase3_predictions.json,6,6,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,3,3,RERANK,,1,2,,,,,,,,,,,,0.1928,0.0822,0.5,0.0086
phase3_predictions.json,6,6,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,4,4,RERANK,,0,4,,,,,,,,,,,,0.2921,0.0822,0.75,0.1299
phase3_predictions.json,7,7,legacy_phase3,phase3,phase3,legacy,Which animal is known as the king of the jungle?,ANSWER,1,1,1,1,ANSWER,,2,3,,,,,,,,,,,,0.0307,0.0609,0.0,0.0014
phase3_predictions.json,8,8,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4128,0.2961,0.6667,0.3235
phase3_predictions.json,8,8,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,2,2,RERANK,,2,2,,,,,,,,,,,,0.329,0.2961,0.5,0.1547
phase3_predictions.json,8,8,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,3,3,RERANK,,1,4,,,,,,,,,,,,0.4244,0.2961,0.75,0.2569
phase3_predictions.json,8,8,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,4,4,RERANK,,1,2,,,,,,,,,,,,0.329,0.2961,0.5,0.1547
phase3_predictions.json,9,9,legacy_phase3,phase3,phase3,legacy,Who developed the theory of relativity?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4197,0.3057,0.6667,0.3342
phase3_predictions.json,9,9,legacy_phase3,phase3,phase3,legacy,Who developed the theory of relativity?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.3533,0.3057,0.5,0.2524
phase3_predictions.json,9,9,legacy_phase3,phase3,phase3,legacy,Who developed the theory of relativity?,ABSTAIN,0,0,3,3,ABSTAIN,,0,4,,,,,,,,,,,,0.3533,0.3057,0.5,0.2524
phase3_predictions.json,10,10,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4224,0.3308,0.6667,0.2852
phase3_predictions.json,10,10,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.4353,0.3002,0.75,0.301
phase3_predictions.json,10,10,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,3,3,RERANK,,1,2,,,,,,,,,,,,0.3003,0.3002,0.5,0.0009
phase3_predictions.json,10,10,legacy_phase3,phase3,phase3,legacy,What is the capital of France?,ABSTAIN,0,0,4,4,ABSTAIN,,0,4,,,,,,,,,,,,0.4353,0.3002,0.75,0.301
phase3_predictions.json,11,11,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.3975,0.3406,0.6667,0.1357
phase3_predictions.json,11,11,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.4225,0.3406,0.75,0.1357
phase3_predictions.json,11,11,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,3,3,RERANK,,1,2,,,,,,,,,,,,0.35,0.3406,0.5,0.1484
phase3_predictions.json,11,11,legacy_phase3,phase3,phase3,legacy,Which planet is the largest in the Solar System?,ABSTAIN,0,0,4,4,ABSTAIN,,0,4,,,,,,,,,,,,0.4225,0.3406,0.75,0.1357
phase3_predictions.json,12,12,legacy_phase3,phase3,phase3,legacy,Who wrote Hamlet?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.2961,0.3639,0.3333,0.0705
phase3_predictions.json,12,12,legacy_phase3,phase3,phase3,legacy,Who wrote Hamlet?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.2711,0.3639,0.25,0.0705
phase3_predictions.json,12,12,legacy_phase3,phase3,phase3,legacy,Who wrote Hamlet?,ABSTAIN,0,0,3,3,ABSTAIN,,0,4,,,,,,,,,,,,0.2711,0.3639,0.25,0.0705
phase3_predictions.json,13,13,legacy_phase3,phase3,phase3,legacy,What is the chemical symbol for water?,ABSTAIN,0,0,1,1,RETRIEVE_MORE,,2,3,,,,,,,,,,,,0.6906,0.9811,0.6667,0.0003
phase3_predictions.json,13,13,legacy_phase3,phase3,phase3,legacy,What is the chemical symbol for water?,ABSTAIN,0,0,2,2,RETRIEVE_MORE,,1,5,,,,,,,,,,,,0.7121,0.9741,0.75,0.0004
phase3_predictions.json,13,13,legacy_phase3,phase3,phase3,legacy,What is the chemical symbol for water?,ABSTAIN,0,0,3,3,ABSTAIN,,0,7,,,,,,,,,,,,0.706,0.962,0.75,0.0002
phase3_predictions.json,14,14,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4287,0.3491,0.6667,0.2709
phase3_predictions.json,14,14,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,2,2,RERANK,,2,2,,,,,,,,,,,,0.3466,0.3491,0.5,0.1099
phase3_predictions.json,14,14,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,3,3,RERANK,,1,4,,,,,,,,,,,,0.4424,0.3491,0.75,0.2139
phase3_predictions.json,14,14,legacy_phase3,phase3,phase3,legacy,What is the tallest mountain in the world?,ABSTAIN,0,0,4,4,RERANK,,1,2,,,,,,,,,,,,0.3466,0.3491,0.5,0.1099
phase3_predictions.json,15,15,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4094,0.2577,0.6667,0.4029
phase3_predictions.json,15,15,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,2,2,RERANK,,2,2,,,,,,,,,,,,0.3492,0.2577,0.5,0.3518
phase3_predictions.json,15,15,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,3,3,RERANK,,1,4,,,,,,,,,,,,0.4009,0.2577,0.75,0.2351
phase3_predictions.json,15,15,legacy_phase3,phase3,phase3,legacy,Who painted the Mona Lisa?,ABSTAIN,0,0,4,4,RERANK,,1,2,,,,,,,,,,,,0.2935,0.2577,0.5,0.0732
phase3_predictions.json,16,16,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,1,1,RERANK,,2,3,,,,,,,,,,,,0.3071,0.175,0.6667,0.0978
phase3_predictions.json,16,16,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,2,2,RERANK,,1,4,,,,,,,,,,,,0.2921,0.0822,0.75,0.1299
phase3_predictions.json,16,16,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,3,3,RERANK,,1,2,,,,,,,,,,,,0.1928,0.0822,0.5,0.0086
phase3_predictions.json,16,16,legacy_phase3,phase3,phase3,legacy,What is the capital of Japan?,ANSWER,0,1,4,4,RERANK,,0,4,,,,,,,,,,,,0.2921,0.0822,0.75,0.1299
phase3_predictions.json,17,17,legacy_phase3,phase3,phase3,legacy,Which animal is known as the king of the jungle?,ANSWER,1,1,1,1,ANSWER,,2,3,,,,,,,,,,,,0.0307,0.0609,0.0,0.0014
phase3_predictions.json,18,18,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4128,0.2961,0.6667,0.3235
phase3_predictions.json,18,18,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,2,2,RERANK,,2,2,,,,,,,,,,,,0.329,0.2961,0.5,0.1547
phase3_predictions.json,18,18,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,3,3,RERANK,,1,4,,,,,,,,,,,,0.4244,0.2961,0.75,0.2569
phase3_predictions.json,18,18,legacy_phase3,phase3,phase3,legacy,What gas do plants absorb from the atmosphere?,ABSTAIN,0,0,4,4,RERANK,,1,2,,,,,,,,,,,,0.329,0.2961,0.5,0.1547
phase3_predictions.json,19,19,legacy_phase3,phase3,phase3,legacy,Who developed the theory of relativity?,ABSTAIN,0,0,1,1,RERANK,,2,3,,,,,,,,,,,,0.4197,0.3057,0.6667,0.3342
phase3_predictions.json,19,19,legacy_phase3,phase3,phase3,legacy,Who developed the theory of relativity?,ABSTAIN,0,0,2,2,RERANK,,1,4,,,,,,,,,,,,0.3533,0.3057,0.5,0.2524
phase3_predictions.json,19,19,legacy_phase3,phase3,phase3,legacy,Who developed the theory of relativity?,ABSTAIN,0,0,3,3,ABSTAIN,,0,4,,,,,,,,,,,,0.3533,0.3057,0.5,0.2524
phase5_A_aggressive_predictions.json,0,0,decision_loop,aggressive,Aggressive,policy_sweep,What poet wrote a long poem describing Roman religious holidays?,ABSTAIN,0,0,1,1,RETRIEVE_MORE,,2,3,ovid,0.6484,0.1815,0.2627,0.1815,0.3977,0.6131,0.3977,0.8082,0.8185,0.4453,0.7373,0.8185,0.3516,0.5547
phase5_A_aggressive_predictions.json,0,0,decision_loop,aggressive,Aggressive,policy_sweep,What poet wrote a long poem describing Roman religious holidays?,ABSTAIN,0,0,2,2,STOP,RETRIEVE_MORE,1,5,ovid,0.4733,0.1815,0.0,0.0,0.3315,0.3892,0.2315,0.8595,0.8185,0.4208,0.7549,0.8185,0.5267,0.5792
phase5_A_aggressive_predictions.json,1,1,decision_loop,aggressive,Aggressive,policy_sweep,What is the form of hydrogen and carbon called?,ABSTAIN,0,0,1,1,RETRIEVE_MORE,,2,3,ortho-para,0.409,0.1404,0.0941,0.1404,0.2199,0.6232,0.2199,0.9822,0.8596,0.0678,0.9059,0.8596,0.591,0.9322
phase5_A_aggressive_predictions.json,1,1,decision_loop,aggressive,Aggressive,policy_sweep,What is the form of hydrogen and carbon called?,ABSTAIN,0,0,2,2,RERANK,RETRIEVE_MORE,1,5,ortho-para,0.2859,0.1404,0.0404,0.0,0.2028,0.4441,0.1028,0.9746,0.8596,0.1974,0.8655,0.8596,0.7141,0.8026
phase5_A_aggressive_predictions.json,1,1,decision_loop,aggressive,Aggressive,policy_sweep,What is the form of hydrogen and carbon called?,ABSTAIN,0,0,3,3,RETRIEVE_MORE,RERANK,1,3,ortho-para,0.4489,0.1645,0.0475,0.0241,0.2942,0.4303,0.1942,0.9736,0.8355,0.3151,0.818,0.8355,0.5511,0.6849
phase5_A_aggressive_predictions.json,1,1,decision_loop,aggressive,Aggressive,policy_sweep,What is the form of hydrogen and carbon called?,ABSTAIN,0,0,4,4,STOP,RETRIEVE_MORE,0,5,ortho-para,0.3298,0.1645,0.0,0.0,0.2437,0.29,0.0437,0.9611,0.8355,0.2713,0.8286,0.8355,0.6702,0.7287
phase5_A_aggressive_predictions.json,2,2,decision_loop,aggressive,Aggressive,policy_sweep,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,ANSWER,1,1,1,1,RETRIEVE_MORE,,2,3,bored,0.6383,0.3308,0.3315,0.3308,0.4592,0.6166,0.4592,0.8213,0.6692,0.4346,0.6685,0.6692,0.3617,0.5654
phase5_A_aggressive_predictions.json,2,2,decision_loop,aggressive,Aggressive,policy_sweep,What adjective did Lawrence Toppman use to describe Craig's portrayal of James Bond?,ANSWER,1,1,2,2,ANSWER,RETRIEVE_MORE,1,5,bored,0.5064,0.3308,0.0131,0.0,0.425,0.3596,0.325,0.8458,0.6692,0.4948,0.6553,0.6692,0.4936,0.5052
phase5_A_aggressive_predictions.json,3,3,decision_loop,aggressive,Aggressive,policy_sweep,To what two islands does the ferry service connect?,ABSTAIN,0,0,1,1,RETRIEVE_MORE,,2,3,east cowes and cowes,0.4183,0.12,0.0982,0.12,0.2239,0.6136,0.2239,0.9854,0.88,0.1175,0.9018,0.88,0.5817,0.8825
phase5_A_aggressive_predictions.json,3,3,decision_loop,aggressive,Aggressive,policy_sweep,To what two islands does the ferry service connect?,ABSTAIN,0,0,2,2,RERANK,RETRIEVE_MORE,1,5,east cowes and cowes,0.3123,0.12,0.0405,0.0,0.2109,0.4427,0.1109,0.9631,0.88,0.2377,0.8613,0.88,0.6877,0.7623
